"LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","QV2M","T2M","T2MWET","WS2M","ALLSKY_SFC_UV_INDEX","T2MDEW","TS","ALLSKY_SFC_UVB","ALLSKY_SFC_UVA","T2M_RANGE","RH2M","CLRSKY_SFC_SW_DWN"
-97.743904,30.234768,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.740561,30.280208,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.841532,30.179572,2023,3,22,81,2023-03-22,13,22.43,20.11,4.24,1.48,17.8,23.18,0.29,10.85,12.06,78.12,6.62
-97.814159,30.260232,2023,3,22,81,2023-03-22,12.82,22.47,19.97,4.62,1.48,17.46,23.2,0.29,10.85,12.12,76.56,6.62
-97.74316,30.268155,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.763893,30.274122,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.743907,30.217491,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.70474,30.343848,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.821099,30.173698,2023,3,22,81,2023-03-22,13,22.43,20.11,4.24,1.48,17.8,23.18,0.29,10.85,12.06,78.12,6.62
-97.721351,30.382515,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.691866,30.372212,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.643006,30.401193,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.707197,30.39417,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.714302,30.377034,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.68884,30.222677,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.663126,30.44057,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.753721,30.238636,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.704872,30.353889,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.757094,30.424533,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.61374,30.34706,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.740586,30.263719,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.744593,30.214564,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.751485,30.418584,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.771746,30.434879,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.684962,30.269917,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.76506,30.43246,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.729361,30.26299,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.764936,30.276139,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.704243,30.411948,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.746664,30.283799,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.788916,30.167208,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.709196,30.388155,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.709674,30.390004,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.672522,30.351061,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.728341,30.272421,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.744323,30.254362,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.760356,30.229453,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.766413,30.252353,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.668644,30.333373,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.681262,30.336185,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.746566,30.303583,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.708754,30.391454,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.739838,30.215535,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.717118,30.321173,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.71739,30.327415,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.704933,30.416968,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.767165,30.249209,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.713265,30.390108,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.740578,30.268452,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.767665,30.253149,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.663303,30.41432,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.792947,30.457039,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.690725,30.334981,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.73053,30.31094,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.746737,30.288398,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.706088,30.414401,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.706314,30.344268,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.738833,30.213239,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.699344,30.433066,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.718331,30.394269,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.749965,30.244802,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.69614,30.439916,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.75066,30.246944,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.795842,30.288276,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.720281,30.25973,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.74285,30.285572,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.71964,30.421114,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.688909,30.412512,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.744759,30.407341,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.75421,30.439339,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.715704,30.38943,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.749295,30.288566,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.674991,30.343828,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.82349,30.174458,2023,3,22,81,2023-03-22,13,22.43,20.11,4.24,1.48,17.8,23.18,0.29,10.85,12.06,78.12,6.62
-97.712312,30.38814,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.763589,30.219403,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.762965,30.228897,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.800382,30.171684,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.687241,30.3804,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.741293,30.267632,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.72286,30.404888,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.749603,30.249767,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.713603,30.381274,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.722773,30.385251,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.772588,30.43958,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.70099,30.402636,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.764509,30.219831,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.709287,30.398897,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.717628,30.383232,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.750112,30.248411,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.745039,30.306075,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.798707,30.229734,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.70673,30.386978,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.730592,30.363944,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.687693,30.313828,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.749191,30.289818,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.702029,30.325521,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.824232,30.17377,2023,3,22,81,2023-03-22,13,22.43,20.11,4.24,1.48,17.8,23.18,0.29,10.85,12.06,78.12,6.62
-97.706314,30.344268,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.639371,30.361418,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.735132,30.231107,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.752443,30.276158,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.742512,30.276015,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.786656,30.173486,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.642067,30.398176,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.693027,30.382151,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.772132,30.435968,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.678768,30.404643,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.688723,30.433716,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.743191,30.325208,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.724565,30.270157,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.745464,30.280947,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.655112,30.214141,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.709428,30.350732,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.753386,30.411675,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.716932,30.385677,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.750723,30.288386,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.729717,30.362014,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.713401,30.381178,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.689832,30.221781,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.773061,30.436432,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.753742,30.238609,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.697526,30.272293,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.82271,30.28156,2023,3,22,81,2023-03-22,12.82,22.47,19.97,4.62,1.48,17.46,23.2,0.29,10.85,12.12,76.56,6.62
-97.804455,30.185737,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.790237,30.4497,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.678986,30.257018,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.71009,30.389389,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.733029,30.392147,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.717781,30.381504,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.770494,30.248277,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.673901,30.351703,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.675319,30.345423,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.667952,30.429877,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.749092,30.308037,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.670265,30.333336,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.708443,30.361618,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.837366,30.298771,2023,3,22,81,2023-03-22,12.82,22.47,19.97,4.62,1.48,17.46,23.2,0.29,10.85,12.12,76.56,6.62
-97.757242,30.260635,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.744358,30.263871,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.717781,30.381504,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.713949,30.385766,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.761589,30.255909,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.741965,30.283744,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.712249,30.383338,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.720252,30.383488,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.68842,30.333876,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.801476,30.139972,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.687311,30.339257,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.670245,30.371763,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.759233,30.431561,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.681297,30.254577,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.749613,30.400711,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.69787,30.415092,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.741166,30.323204,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.710849,30.378193,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.738551,30.272353,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.736326,30.390347,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.768127,30.216298,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
-97.746304,30.418376,2023,3,22,81,2023-03-22,13,23.23,20.59,4.73,1.48,17.96,23.87,0.29,10.85,11.51,75.44,6.62
-97.768839,30.245793,2023,3,22,81,2023-03-22,13.12,23.22,20.69,4.31,1.48,18.15,23.93,0.29,10.85,11.98,76.5,6.62
