time_stamp,humidity,temperature,pressure,pm2.5_alt,pm2.5_atm,sensor_index,latitude,longitude,altitude
2024-06-22T12:00:00Z,56.817,90.067,991.446,3.8,5.0385,2796,30.276873,-97.83731,726
2024-06-22T18:00:00Z,38.847,98.68,988.742,3.9,4.8515,2796,30.276873,-97.83731,726
2024-07-13T00:00:00Z,61.755,84.517,992.046,3.0,4.208,2796,30.276873,-97.83731,726
2024-07-30T00:00:00Z,54.925,91.039,987.697,2.8,3.3005000000000004,2796,30.276873,-97.83731,726
2024-07-08T12:00:00Z,57.361,87.067,982.556,3.1,4.2,2796,30.276873,-97.83731,726
2024-07-16T18:00:00Z,35.461,102.339,986.467,2.8,3.044,2796,30.276873,-97.83731,726
2024-07-16T00:00:00Z,45.431,94.206,986.791,4.0,5.045999999999999,2796,30.276873,-97.83731,726
2024-07-16T12:00:00Z,53.561,91.711,988.881,4.0,5.2715,2796,30.276873,-97.83731,726
2024-07-25T00:00:00Z,58.472,88.106,991.316,4.4,6.51,2796,30.276873,-97.83731,726
2024-07-06T06:00:00Z,52.111,84.606,987.926,2.4,3.29,2796,30.276873,-97.83731,726
2024-07-02T06:00:00Z,57.8,87.356,987.3,5.5,8.1725,2796,30.276873,-97.83731,726
2024-07-07T06:00:00Z,71.322,82.106,985.315,3.7,5.4505,2796,30.276873,-97.83731,726
2024-07-10T18:00:00Z,30.028,101.044,987.938,4.9,6.8545,2796,30.276873,-97.83731,726
2024-07-18T06:00:00Z,57.461,88.85,988.705,3.8,5.401999999999999,2796,30.276873,-97.83731,726
2024-07-29T00:00:00Z,67.555,86.866,987.995,3.6,5.106999999999999,2796,30.276873,-97.83731,726
2024-07-09T06:00:00Z,63.072,81.606,986.62,2.6,3.5605,2796,30.276873,-97.83731,726
2024-08-02T06:00:00Z,67.011,86.011,992.338,3.9,5.647,2796,30.276873,-97.83731,726
2024-07-03T00:00:00Z,40.456,95.75,985.706,4.4,5.5885,2796,30.276873,-97.83731,726
2024-07-12T12:00:00Z,51.294,92.278,991.701,2.6,2.815,2796,30.276873,-97.83731,726
2024-07-12T06:00:00Z,61.933,83.906,989.687,2.3,2.9785000000000004,2796,30.276873,-97.83731,726
2024-07-11T00:00:00Z,44.761,91.367,988.771,5.5,8.184,2796,30.276873,-97.83731,726
2024-06-24T06:00:00Z,66.45,86.466,986.74,2.2,2.8415,2796,30.276873,-97.83731,726
2024-08-01T00:00:00Z,51.017,90.139,988.555,7.6,11.4075,2796,30.276873,-97.83731,726
2024-08-01T18:00:00Z,35.722,100.144,991.448,5.9,7.8805000000000005,2796,30.276873,-97.83731,726
2024-07-31T12:00:00Z,55.415,90.712,989.434,8.2,12.3655,2796,30.276873,-97.83731,726
2024-07-31T18:00:00Z,40.228,98.722,987.923,7.8,10.883,2796,30.276873,-97.83731,726
