time_stamp,humidity,temperature,pressure,pm2.5_alt,pm2.5_atm,sensor_index,latitude,longitude,altitude
2024-09-26T00:00:00Z,47.684,82.505,985.813,4.5,7.021000000000001,2796,30.276873,-97.83731,726
2024-09-26T12:00:00Z,43.817,84.517,986.859,4.1,6.0855,2796,30.276873,-97.83731,726
2024-09-27T18:00:00Z,23.967,100.339,982.263,2.2,2.2605,2796,30.276873,-97.83731,726
2024-09-27T12:00:00Z,37.272,86.917,984.937,2.6,3.2935,2796,30.276873,-97.83731,726
2024-09-29T18:00:00Z,20.556,99.422,985.629,2.0,1.8855,2796,30.276873,-97.83731,726
2024-09-29T12:00:00Z,36.0,87.533,988.207,2.7,3.477,2796,30.276873,-97.83731,726
2024-09-29T06:00:00Z,47.911,72.3,986.912,3.0,4.531,2796,30.276873,-97.83731,726
2024-09-28T18:00:00Z,22.633,100.872,985.188,2.4,2.5805,2796,30.276873,-97.83731,726
2024-09-28T00:00:00Z,37.089,85.078,984.137,2.5,3.3455000000000004,2796,30.276873,-97.83731,726
2024-09-22T12:00:00Z,57.655,89.105,986.092,6.8,10.4955,2796,30.276873,-97.83731,726
2024-09-22T18:00:00Z,34.617,100.356,983.256,4.5,6.192,2796,30.276873,-97.83731,726
2024-10-02T00:00:00Z,31.322,91.3,990.467,2.8,3.5925000000000002,2796,30.276873,-97.83731,726
2024-10-02T12:00:00Z,41.3,88.95,990.8,5.6,8.4905,2796,30.276873,-97.83731,726
2024-10-02T18:00:00Z,30.283,97.644,986.83,5.9,8.568999999999999,2796,30.276873,-97.83731,726
2024-09-24T12:00:00Z,54.283,88.767,986.52,5.8,8.6975,2796,30.276873,-97.83731,726
2024-09-24T00:00:00Z,51.05,88.561,984.978,4.3,6.268,2796,30.276873,-97.83731,726
2024-09-24T06:00:00Z,60.322,82.705,985.417,5.4,8.444,2796,30.276873,-97.83731,726
2024-10-01T06:00:00Z,51.216,78.834,988.69,5.2,8.3435,2796,30.276873,-97.83731,726
2024-10-01T18:00:00Z,25.144,99.672,989.452,3.6,4.6745,2796,30.276873,-97.83731,726
2024-10-03T18:00:00Z,29.976,97.75,985.114,6.8,10.1425,2796,30.276873,-97.83731,726
2024-10-03T06:00:00Z,52.055,79.778,986.478,6.6,10.875,2796,30.276873,-97.83731,726
2024-09-30T00:00:00Z,35.961,83.839,986.243,2.1,2.6805000000000003,2796,30.276873,-97.83731,726
2024-09-30T18:00:00Z,20.767,103.239,985.195,1.9,1.699,2796,30.276873,-97.83731,726
2024-09-25T18:00:00Z,38.706,94.033,984.352,5.0,7.090999999999999,2796,30.276873,-97.83731,726
2024-09-25T12:00:00Z,49.178,93.261,984.711,3.2,3.9165,2796,30.276873,-97.83731,726
2024-09-25T06:00:00Z,62.95,82.439,984.021,3.2,4.6525,2796,30.276873,-97.83731,726
2024-09-23T18:00:00Z,40.978,97.111,984.658,5.2,7.2055,2796,30.276873,-97.83731,726
2024-09-23T06:00:00Z,61.245,84.978,985.455,5.8,9.212,2796,30.276873,-97.83731,726
2024-09-20T18:00:00Z,34.261,102.028,983.319,3.6,4.4405,2796,30.276873,-97.83731,726
2024-09-20T12:00:00Z,53.95,93.617,985.853,3.9,5.181,2796,30.276873,-97.83731,726
2024-09-20T06:00:00Z,66.278,86.716,984.519,4.0,5.9905,2796,30.276873,-97.83731,726
2024-09-21T12:00:00Z,56.839,90.017,986.101,4.6,6.6259999999999994,2796,30.276873,-97.83731,726
2024-09-26T06:00:00Z,56.05,75.177,985.699,4.7,7.4585,2796,30.276873,-97.83731,726
2024-09-26T18:00:00Z,27.655,94.283,983.974,2.3,2.343,2796,30.276873,-97.83731,726
