SPECIES,DIAMETER,LONGITUDE,LATITUDE
Crape Myrtle,3.0,-97.75024536483245,30.328616126559748
Crape Myrtle,9.0,-97.75026439312867,30.328607654325705
Crape Myrtle,30.0,-97.75029154302915,30.328641617778427
Elm,8.0,-97.74736569970332,30.331007346149267
Arborvitae,7.0,-97.75416906004018,30.3312669652556
Oak,12.0,-97.75391175528384,30.333091319332198
Oak,11.0,-97.75397411321194,30.33298016717727
Oak,11.0,-97.75515667224012,30.331815032172617
Pecan,16.0,-97.72526457281074,30.27705408806469
Oak,38.0,-97.72821526287545,30.27798992599174
Oak,45.0,-97.72859443594244,30.277898814451273
Oak,16.0,-97.7246984541755,30.27529176789
Elm,31.0,-97.72586128242176,30.278745042497388
Crape Myrtle,8.0,-97.72697373497469,30.27669412745454
Crape Myrtle,9.0,-97.72377230904165,30.277713795408282
Elm,13.0,-97.74748462253524,30.330922394159668
Oak,50.0,-97.747419331157,30.330881334517542
Elm,16.0,-97.7472604631803,30.33073901775114
Crape Myrtle,10.0,-97.75024849265488,30.32862246086038
Crape Myrtle,9.0,-97.75051784763299,30.328526977331155
Crape Myrtle,13.0,-97.75417033698889,30.331393561619326
Oak,13.0,-97.75396795945952,30.331455169285494
Crape Myrtle,3.0,-97.72308480151828,30.278067432980375
Oak,18.0,-97.7476487867316,30.330658920696514
Crape Myrtle,6.0,-97.72759625345245,30.276026047979887
Pecan,25.5,-97.72459555796338,30.277399012446267
Oak,26.0,-97.72447362134159,30.277644161546146
Crape Myrtle,17.5,-97.72479276894359,30.27807993400829
Crape Myrtle,21.0,-97.72483294539794,30.278325202588846
Oak,17.5,-97.72447550231207,30.278707737445227
Elm,12.0,-97.75462422074112,30.333046710217676
Oak,14.0,-97.74967663989153,30.32803831602528
Oak,6.0,-97.75095456118318,30.329640148085236
Oak,40.0,-97.75210802219331,30.329830321053304
Oak,24.5,-97.7521111677034,30.329779117773267
Oak,13.0,-97.75263919886393,30.331670599323353
Chinese Tallow,10.0,-97.7526419426565,30.331566856255083
Mulberry,22.5,-97.755212975242,30.33079724390934
Elm,17.0,-97.75464324253178,30.332938866727776
Arborvitae,11.0,-97.7282335806318,30.275336099751996
Crape Myrtle,10.0,-97.727829825128,30.275079808337228
Pecan,24.5,-97.72358796916411,30.279139372894367
Pecan,14.0,-97.72293011719326,30.276557792634083
Oak,18.0,-97.7490672787296,30.329059533031046
Oak,20.0,-97.74945252263987,30.32918173984501
Oak,19.0,-97.74948092744192,30.329271808494546
Chinese Tallow,19.0,-97.74983776153059,30.330042990645417
Oak,24.0,-97.74944112286752,30.329406130416192
Pomegranate,1.0,-97.74942081558062,30.329394884919793
Oak,29.0,-97.75148634343293,30.3305091031519
Oak,2.0,-97.75206358051365,30.330373939697445
Oak,25.0,-97.75265187938422,30.33047822182111
Oak,20.0,-97.75269019021914,30.330512217187177
Oak,12.0,-97.75317150872591,30.33063100987651
Oak,12.0,-97.75314545793819,30.330641266825065
Oak,12.0,-97.75308589144694,30.330696643179603
Elm,22.0,-97.75309590716763,30.3307750363395
Pecan,28.0,-97.68854022037668,30.25521444308654
Oak,17.0,-97.75003678264441,30.330236994511562
Pine,1.0,-97.74995400011188,30.3302724841527
Oak,13.0,-97.74981772620129,30.330309315988792
Oak,11.0,-97.74984473721702,30.33026557956653
Elm,14.0,-97.74999284185289,30.330015449262895
Oak,8.0,-97.74999577802078,30.329968532435498
Crape Myrtle,11.0,-97.75452170635616,30.330597501156262
Crape Myrtle,1.0,-97.75493171390255,30.331077210991705
Oak,7.0,-97.75517776681119,30.331831270791444
Mulberry,9.0,-97.75485684535003,30.33295916912945
Crape Myrtle,1.0,-97.75253112314124,30.33191556934515
Oak,12.0,-97.75263912996535,30.331752585704134
Oak,16.0,-97.7524216227796,30.33183448602534
Oak,27.0,-97.75329990560843,30.33068717022717
Elm,21.0,-97.68808606982097,30.25484858946843
Oak,17.0,-97.75264784455985,30.32967605719968
Texas Mountain Laurel,3.0,-97.75302908165946,30.32972663566218
Oak,15.5,-97.75282924973946,30.329975287878263
Pecan,18.0,-97.72593886042615,30.27574738862493
Elm,26.0,-97.72560599612761,30.275889876566918
Oak,29.0,-97.72517243048836,30.275205318933615
Crape Myrtle,5.0,-97.72519549860876,30.27581875956539
Pecan,19.0,-97.72539765879257,30.276425503401857
Crape Myrtle,7.0,-97.72694980942124,30.27675755931563
Oak,24.0,-97.75120302935824,30.331011062267994
Texas Mountain Laurel,3.0,-97.7511739782576,30.330927301029334
Oak,18.0,-97.74996053567793,30.330362304241735
Oak,37.0,-97.74911813666786,30.3297057354104
Oak,23.0,-97.7488898604087,30.329722174118032
Elm,15.0,-97.74872312130755,30.329722195882987
Crape Myrtle,13.0,-97.72790398183298,30.275155823637586
Elm,20.0,-97.72783192274218,30.275293250956402
Oak,26.0,-97.72792620704367,30.275448913073653
Crape Myrtle,8.0,-97.72788144730545,30.275691381564016
Crape Myrtle,2.0,-97.7509863543632,30.331027568760515
Oak,10.0,-97.75097137792197,30.330797007221747
Elm,13.0,-97.750894063212,30.33077628063838
Texas Mountain Laurel,4.0,-97.75080095017765,30.330738128273413
Oak,19.0,-97.75077981943468,30.33078487083257
Oak,26.0,-97.72847292924037,30.276706134106018
Oak,21.0,-97.72584374654613,30.275224839023412
Crape Myrtle,8.0,-97.7507760556946,30.328554126324256
Elm,17.0,-97.75111916839998,30.32869511626434
Pomegranate,18.0,-97.75114184218955,30.32880154406927
Crape Myrtle,3.0,-97.75326940034495,30.329798112560365
Oak,10.5,-97.75396001620511,30.330089600169668
Elm,13.0,-97.72545559646147,30.275358831186455
Crape Myrtle,22.0,-97.72511505017769,30.27716372243464
Pecan,13.0,-97.72551696424658,30.277252488026445
Oak,3.0,-97.75368919853256,30.33290545656049
Crape Myrtle,3.0,-97.75366861366184,30.332937771277532
Crape Myrtle,1.0,-97.75370412553362,30.331131728778217
Redbud,1.0,-97.75321926886664,30.332553637822357
Oak,10.0,-97.75321143562304,30.332637860968383
Crape Myrtle,9.0,-97.75325949156428,30.332581373121453
Oak,9.0,-97.75334297306003,30.332986913579724
Crape Myrtle,5.0,-97.75359755460089,30.332996024343085
Elm,16.0,-97.72490147300064,30.299091759460623
Common Hackberry,8.0,-97.69843689330477,30.279167724970904
Chinaberry,10.0,-97.69812039858759,30.279557105132298
Chinaberry,8.0,-97.69807718998007,30.27956581578497
Common Hackberry,8.0,-97.69791674912894,30.27912000905012
Oak,14.0,-97.69793870236755,30.278714038276757
Crape Myrtle,5.0,-97.69830668697865,30.277866185580947
Oak,19.0,-97.69833128233591,30.2780644982543
Oak,18.0,-97.69808850172883,30.27824141511809
Arborvitae,6.0,-97.69809632747727,30.278145093138466
Cypress,5.0,-97.69815200288369,30.277873566735074
Crape Myrtle,1.0,-97.69776987642952,30.27796375835203
Arborvitae,9.0,-97.69747545498375,30.278158727349847
Elm,14.0,-97.6977264261316,30.27825756694016
Oak,19.0,-97.70052202933744,30.277643889433012
Oak,19.0,-97.69806871854057,30.278585327150687
Oak,21.0,-97.69798265043141,30.278795445284544
Elm,14.0,-97.69783129123448,30.278721620656132
Elm,11.0,-97.68898480740746,30.277290373244423
Elm,10.0,-97.68945254949712,30.276730917571868
Elm,8.0,-97.68898100145024,30.277482519162174
Elm,9.0,-97.6888550158191,30.277617519858183
Elm,8.0,-97.68867994535633,30.277686572361716
Oak,14.0,-97.68853530504343,30.277844318656847
Oak,9.0,-97.6886060578382,30.27789088480099
Oak,29.0,-97.68836279690504,30.27800484544359
Ashe Juniper,19.0,-97.72692793329317,30.297572400656907
Ashe Juniper,5.0,-97.72618923515095,30.297204451195558
Ashe Juniper,14.0,-97.69837374607613,30.279593421460334
Ashe Juniper,14.0,-97.69825886924781,30.27964807431542
Ashe Juniper,12.0,-97.6982209979017,30.279655162254073
Ashe Juniper,22.0,-97.69880635367403,30.279834337381708
Ashe Juniper,8.0,-97.6988753159979,30.27978883382026
Ashe Juniper,11.0,-97.69859452745581,30.279433131358367
Ashe Juniper,11.0,-97.69843508511464,30.279650734905978
Oak,19.0,-97.68864765154265,30.277801174144916
Oak,14.0,-97.68854882014062,30.277866875771185
Elm,12.0,-97.68845166462836,30.277940807979725
Ashe Juniper,10.0,-97.6986599473826,30.279868044921987
Ashe Juniper,8.0,-97.69869614295311,30.279708772592688
Ashe Juniper,22.0,-97.75003121809017,30.329749879651207
Privet,10.0,-97.74867095835816,30.33110360672553
Privet,8.0,-97.74820329536728,30.330898904007896
Privet,5.0,-97.75080794218879,30.32958023541433
Privet,9.0,-97.74756976211167,30.331279318830013
Snag,8.0,-97.69902733889867,30.279752518205356
Privet,8.0,-97.74704040058417,30.330923252712303
Privet,18.0,-97.74724092563581,30.33107048045149
Privet,5.0,-97.75058953203454,30.328847956390774
Privet,10.0,-97.75512561339717,30.331661460615702
Privet,8.0,-97.69863789174647,30.279373459888884
Privet,17.5,-97.72480358727614,30.278201444772442
Privet,14.0,-97.7542014778712,30.33225917174752
Privet,11.0,-97.74737919334343,30.331176985514894
Privet,8.0,-97.74726160086942,30.33119218780962
Privet,12.0,-97.74723601598038,30.33117440000505
Privet,9.0,-97.74723510831105,30.33095748893446
Privet,15.0,-97.7477203033293,30.330112768474994
Privet,13.0,-97.74784047550757,30.331017581508085
Privet,10.0,-97.74785756088193,30.33104375201512
Snag,16.0,-97.74784752928116,30.330079964933056
Ash,16.0,-97.75445746660274,30.33162844097044
Snag,1.0,-97.75444915686008,30.33218125816076
Snag,1.0,-97.75114628819333,30.331149246723946
Snag,14.0,-97.7474599307915,30.330855914995944
Snag,10.0,-97.74913030766871,30.33140687816403
Snag,7.0,-97.75428296075852,30.33172790354815
Snag,18.0,-97.74782900008455,30.330065096938114
Snag,13.0,-97.68838247860559,30.277995515302703
Snag,12.0,-97.69898025975134,30.279870559571453
Snag,21.0,-97.74736351663863,30.33059673030544
Snag,12.0,-97.74909718598856,30.331430138932685
Unknown,9.0,-97.69859110203859,30.279152275667904
Crape Myrtle,5.0,-97.77025499987155,30.26932068468705
Common Hackberry,9.0,-97.68803348578518,30.255084691161112
Elm,13.0,-97.77602115239624,30.26798364318052
Oak,17.0,-97.77476013060712,30.268285674812816
Elm,5.0,-97.68618888395605,30.40348881852074
Elm,16.0,-97.7760613056996,30.26796777753667
Oak,17.0,-97.77647609015864,30.268375896891293
Oak,33.0,-97.7752513641011,30.268719059760382
Elm,4.0,-97.77576883298656,30.268564150340364
Oak,24.0,-97.77576124924262,30.26888388939554
Elm,3.0,-97.77380241127811,30.268291795645126
"Sumac, Evergreen",7.0,-97.7751705382775,30.266420652159244
Oak,4.0,-97.77399301573254,30.268560046768435
Oak,13.0,-97.77487695367799,30.26679950542379
Oak,21.0,-97.77495432652066,30.266866535510168
"Sumac, Evergreen",12.0,-97.7754019042145,30.267165492774033
Oak,9.0,-97.69665715753726,30.302905998411582
Oak,19.0,-97.69695558104344,30.302591718828157
Oak,22.0,-97.69633303583706,30.302487409621918
Oak,16.5,-97.69681667497902,30.30294627339686
Oak,19.0,-97.69676178887823,30.30291657505005
Oak,11.0,-97.69615012175775,30.30238207310617
Oak,14.0,-97.69632655754465,30.302134593840183
Oak,13.0,-97.69657886470812,30.302262175795796
Oak,9.0,-97.69725366878669,30.302906991788753
Oak,7.0,-97.69727562458472,30.30285628628985
Unknown,6.0,-97.69714515313389,30.302673177714023
Privet,4.0,-97.74323940335067,30.24817489138861
Elm,25.0,-97.73168514820252,30.29044955145338
Elm,20.0,-97.7320793748331,30.29054575412901
Oak,47.0,-97.68865999764714,30.253511902379053
Pecan,18.0,-97.69102074624972,30.252405619902696
Pecan,16.0,-97.69104227960926,30.252448295822422
Pecan,8.0,-97.69127325053199,30.252422089847208
Pecan,28.0,-97.69116173814635,30.252408527817163
Gum Bumelia,8.0,-97.6912251799035,30.252519639607105
Pecan,13.0,-97.69119990747429,30.252554310952092
Oak,27.0,-97.68901388352572,30.253553749293385
Elm,21.0,-97.69104409959778,30.252559544404455
Unknown,0.0,-97.70729607305847,30.228594116740037
Unknown,1.0,-97.70723502019844,30.229171682516434
Crape Myrtle,4.0,-97.72592603933397,30.278603644331
Crape Myrtle,4.0,-97.72517481548239,30.277108529669057
Crape Myrtle,9.0,-97.75467452317103,30.331876459750895
Crape Myrtle,4.0,-97.75461980953159,30.33168509052976
Oak,40.0,-97.75361939453903,30.332213632794414
Elm,8.0,-97.75356175871767,30.33230590171103
Crape Myrtle,5.0,-97.75397578184605,30.332113703736088
Crape Myrtle,11.0,-97.72744925921376,30.275744090845983
Elm,8.0,-97.74742114649479,30.33091536512558
Elm,9.0,-97.74748143978834,30.331021040056505
Pecan,21.0,-97.72409650916367,30.278161776617225
Pecan,11.5,-97.72398382651544,30.278344573975293
Oak,25.0,-97.72819928628684,30.27609144631303
Crape Myrtle,3.0,-97.72494506476265,30.276563601159577
Chinaberry,23.0,-97.72466433696424,30.276113401241055
"Magnolia, Southern",17.0,-97.75050381426455,30.328635470279405
Oak,2.0,-97.7540532271505,30.33135872418875
Arborvitae,16.5,-97.72385436971294,30.276374050650702
Cypress,11.0,-97.72387108907427,30.27617321503054
"Holly, Chinese",6.0,-97.72354904331414,30.276849514582892
Crape Myrtle,1.0,-97.7487774359051,30.32951968240068
Oak,18.0,-97.74937011678934,30.329499146776136
Pine,14.0,-97.7499054526145,30.32953977599956
Crape Myrtle,11.0,-97.72724438180178,30.275695341269447
Pecan,16.0,-97.72643240381899,30.275558332271153
Crape Myrtle,26.0,-97.72633343490497,30.27557856884001
Oak,1.0,-97.75401819783694,30.331398835168905
Crape Myrtle,15.0,-97.75407246323591,30.331445637678147
Oak,7.0,-97.75167337020304,30.331473812941756
Oak,8.0,-97.75168696658686,30.33144914143648
Crape Myrtle,12.0,-97.7516888619056,30.331188721015348
Oak,16.0,-97.75160241312781,30.331322105280922
Crape Myrtle,13.0,-97.72698503410057,30.276265082993152
Crape Myrtle,5.0,-97.72516266930528,30.27711006999852
Oak,14.0,-97.75109493044027,30.331098101680105
Oak,5.0,-97.74964585426855,30.32995867608741
Oak,12.0,-97.7495843230608,30.330041211489757
Oak,10.0,-97.75013820590856,30.33023238229
Oak,26.0,-97.72812516308916,30.277677909705965
Ashe Juniper,19.0,-97.69862142137615,30.27999663002373
Texas Mountain Laurel,3.0,-97.72832694000527,30.277935649049347
Pecan,18.0,-97.72889045804718,30.278198787971874
Oak,21.0,-97.74998325169757,30.32919661510234
Oak,2.0,-97.75032573050974,30.329045095345826
Crape Myrtle,12.0,-97.75027133085315,30.32909694346484
Pine,19.0,-97.74936858705648,30.329024708060267
Pecan,19.0,-97.74918797475122,30.329110647152895
Crape Myrtle,1.0,-97.75433343128566,30.331468351116673
Crape Myrtle,12.0,-97.7543439459652,30.33120664779321
Oak,25.0,-97.72734704749843,30.276056982859615
Oak,15.0,-97.72740818644198,30.27553062619614
Crape Myrtle,8.0,-97.72735707420198,30.274912023000496
Oak,24.0,-97.75324794073951,30.330803317193695
Yaupon Holly,1.0,-97.74966087834602,30.32828352237597
Crape Myrtle,1.0,-97.75447504809084,30.33216989777635
Oak,9.0,-97.751331397932,30.329237880692546
Oak,22.5,-97.7516774111897,30.329245673107163
Cedar,12.0,-97.72817994411285,30.274955267579163
Cedar,12.0,-97.72811716184145,30.274896894429617
Elm,14.0,-97.7253223415093,30.275779013093874
Crape Myrtle,7.0,-97.72477858572108,30.275732960325808
Pecan,26.0,-97.72736356639001,30.27842427190627
Crape Myrtle,5.0,-97.72764923790687,30.278575794345137
Oak,31.0,-97.75070670027482,30.329291472107634
Oak,30.0,-97.75369089037758,30.33114053825482
Crape Myrtle,6.0,-97.75345022367094,30.333047873683366
Oak,14.0,-97.75356032381524,30.3331350472349
Texas Mountain Laurel,2.0,-97.75374329435172,30.333118761463464
Redbud,1.0,-97.753836341832,30.333187933749688
Common Hackberry,3.0,-97.6881283071525,30.254831333334085
Willow,21.0,-97.69638823913598,30.393186457655773
Mulberry,17.0,-97.75113202535574,30.329129242444065
Crape Myrtle,2.0,-97.75229686054449,30.331777544362822
Oak,7.0,-97.7522029014349,30.331665474132247
Oak,13.0,-97.75222653064084,30.331592900645106
Oak,6.0,-97.75228643150697,30.33153214170357
Crape Myrtle,11.0,-97.7275374060725,30.278032361621147
Oak,2.0,-97.75491352245238,30.332788852110728
Oak,24.0,-97.72846113255177,30.27669333998683
Pecan,17.0,-97.72879456903071,30.277623253864764
Plum,8.0,-97.75156438027462,30.329066852820173
Elm,20.0,-97.68803091177861,30.25489277385269
Crape Myrtle,7.0,-97.72509146405906,30.276534291556736
Crape Myrtle,20.0,-97.7250189710221,30.27653980195851
Oak,24.5,-97.72265587913822,30.27608209010462
Crape Myrtle,13.0,-97.7231243284078,30.278337717313526
Arborvitae,16.0,-97.7244315111789,30.278652381691295
Yaupon Holly,2.0,-97.74962348548233,30.328226001531963
Chinese Tallow,10.0,-97.74967912360734,30.328440439370382
Oak,26.0,-97.75012147089768,30.328369454562264
Crape Myrtle,12.0,-97.7237009214326,30.277744025693345
Pecan,34.0,-97.72410868541992,30.27776864887293
Oak,23.0,-97.7267813609558,30.275946381945573
Oak,50.0,-97.77084944330392,30.26764978771671
Oak,33.0,-97.7726547492606,30.271261301196034
Oak,16.0,-97.75032039906988,30.330477066041507
Oak,27.0,-97.75193406378945,30.330642901255093
Crape Myrtle,2.0,-97.75210844861434,30.330550315285823
Oak,3.0,-97.75215737658193,30.330481358801393
Oak,3.0,-97.75256536807461,30.33062587869044
Crape Myrtle,11.0,-97.72610204809536,30.275740560340747
Crape Myrtle,5.0,-97.72599856356595,30.275116077713026
Pecan,15.5,-97.7246062644013,30.27756385337523
Oak,15.0,-97.72598440251727,30.27539049403332
Arborvitae,15.0,-97.75440689612813,30.330578661894567
Crape Myrtle,5.0,-97.72645569614345,30.277732601846097
Crape Myrtle,9.0,-97.7252463702892,30.27560482750581
Pecan,22.0,-97.72742357326715,30.27813123214403
Crape Myrtle,5.0,-97.72786256766801,30.27855232620888
Pecan,18.0,-97.72810132892265,30.27804792514888
Oak,29.0,-97.72795586996983,30.277256881678753
Elm,17.0,-97.72842733563054,30.276970171726013
Crape Myrtle,4.0,-97.72873967024859,30.277526315365954
Gum Bumelia,17.0,-97.72760754414192,30.277305274421582
Oak,21.0,-97.74761723559934,30.330514744086663
Elm,21.0,-97.7475389999897,30.330379334273047
Cedar,18.0,-97.72780237779915,30.27536647011968
Pecan,13.5,-97.72351736573948,30.27772584816392
Crape Myrtle,3.0,-97.72354658098038,30.277728230709968
Crape Myrtle,20.0,-97.72357294547224,30.27772123125581
Oak,16.0,-97.75215643887061,30.331487004628837
Elm,12.0,-97.69949670205943,30.279526789768934
Oak,8.0,-97.69853293549993,30.279264340033677
"Thorn, Jerusalem",10.0,-97.69885902853648,30.279208226366475
Oak,17.0,-97.69873666962964,30.278529256685427
Oak,18.0,-97.69832707673929,30.2784112878809
Chinaberry,3.0,-97.698236628584,30.278607757385906
Arborvitae,3.0,-97.69809859840292,30.27811301526304
Common Hackberry,12.0,-97.69801582654695,30.27928654600376
Elm,8.0,-97.69887969678442,30.279408850317452
Oak,13.0,-97.6975523520633,30.277453573728927
Elm,10.0,-97.69718812252239,30.279145424978786
Elm,8.0,-97.69749449898211,30.279518901780076
Common Hackberry,11.0,-97.69778861257782,30.27916822843229
Common Hackberry,9.0,-97.69771784825957,30.279189215381653
Arborvitae,7.0,-97.69704532139373,30.278348620856914
Elm,17.0,-97.69746098524644,30.277479391122927
Pine,6.0,-97.69752676547776,30.277870718396706
Elm,13.0,-97.69751014527417,30.277924642087044
Ashe Juniper,27.0,-97.69884586808497,30.28005157576159
Ashe Juniper,9.0,-97.69871845608722,30.279804971613757
Ashe Juniper,15.0,-97.69867575867899,30.279702082164928
Ashe Juniper,10.0,-97.69870725207774,30.279702290211052
Ashe Juniper,13.0,-97.69888946698654,30.279487464513874
Ashe Juniper,19.0,-97.69853570432018,30.279482171103968
Ashe Juniper,8.0,-97.68955712707007,30.277387884054104
Ashe Juniper,15.0,-97.6895537360622,30.27754062559725
Ashe Juniper,8.0,-97.69846401996593,30.279033019514884
Ashe Juniper,11.0,-97.6984638480698,30.27937945265293
Ashe Juniper,8.0,-97.69842712673974,30.279414039962955
Ashe Juniper,9.0,-97.69835965876037,30.27962190053116
Ashe Juniper,15.0,-97.6984158859982,30.279647095288237
Ashe Juniper,16.0,-97.69820450872254,30.279703146755647
Ashe Juniper,14.0,-97.69877424624872,30.279669700382644
Ashe Juniper,10.0,-97.69884667762274,30.279825650194464
Ashe Juniper,4.0,-97.72623146410137,30.297184077072444
Privet,11.0,-97.69832083859541,30.279717145770864
Privet,11.0,-97.69902173303736,30.27940750754047
Privet,15.0,-97.74749262425217,30.33122600109954
Privet,14.0,-97.74767073090312,30.33113082788627
Privet,10.0,-97.74770361141508,30.331105940204115
Privet,2.0,-97.74963858311492,30.328379692389554
Privet,4.0,-97.74966033373262,30.32837490523126
Privet,8.0,-97.74724949168223,30.330521436285917
Privet,14.0,-97.7470519668451,30.33084067341847
Privet,9.0,-97.74709258228975,30.330953046739012
Privet,10.0,-97.74725909572292,30.331045544317476
Privet,12.0,-97.7551096860174,30.332966976796413
Privet,8.0,-97.69854281871655,30.27918324237594
Snag,13.0,-97.69864958479523,30.27909131968477
Snag,11.0,-97.68890097292005,30.27759060723342
Snag,17.0,-97.74749539268734,30.3306992000925
Snag,15.0,-97.74787833845319,30.33014893241956
Snag,11.0,-97.74741983285334,30.33124353819312
Snag,8.0,-97.74749114468625,30.33132498363291
Snag,11.0,-97.68868037234608,30.277727643611822
Snag,24.0,-97.69905389848459,30.27945509007524
Snag,14.0,-97.69854562809391,30.278952598931834
Snag,21.0,-97.69713089789522,30.279075570770136
Snag,12.0,-97.68946795047061,30.276958801276155
Snag,18.0,-97.74776010674994,30.330887217140912
Snag,8.0,-97.7480626058837,30.330937184380836
Privet,7.0,-97.7508113871282,30.329564077066482
Privet,9.0,-97.74738621209534,30.33131024353166
Unknown,11.0,-97.69857906283255,30.27915565919341
Unknown,10.0,-97.69865633755322,30.279028502441356
Unknown,10.0,-97.69857205387684,30.279298671164348
Unknown,8.0,-97.69861690456506,30.279861384019
Oak,15.0,-97.77449716524757,30.266618403278212
Buckeye,2.0,-97.77481753788244,30.268835895737208
Oak,24.0,-97.77517901899607,30.26786916860027
Oak,17.0,-97.77493374621336,30.268031738614756
Buckeye,2.0,-97.77594994183019,30.268790376650408
Oak,26.0,-97.77542612646575,30.26891449426823
Oak,12.0,-97.7743771048772,30.26694384380295
Oak,19.0,-97.77598943170565,30.26778163146864
Oak,22.0,-97.77449997284222,30.267162830972197
Oak,27.0,-97.77575264681569,30.26749829767926
Crape Myrtle,24.0,-97.72979350385081,30.274235748503028
Elm,15.0,-97.77409928793654,30.266231682673045
Oak,12.0,-97.77432665943262,30.266512465725924
Oak,11.0,-97.77433801164577,30.266509694892434
Oak,17.0,-97.77441130520637,30.26633131514307
Oak,17.0,-97.77438928775707,30.26780988954246
Elm,22.0,-97.73231067077982,30.299091963092557
Oak,7.0,-97.69736454522864,30.302686491254654
Elm,8.0,-97.69716025637533,30.30277937843515
Oak,31.0,-97.69822824885001,30.303579419765946
Pistache,9.0,-97.69675199464058,30.302226132052606
Elm,9.0,-97.69821697001994,30.303189184242243
Oak,9.0,-97.6973423295562,30.302738566606514
Common Hackberry,8.0,-97.69715910204813,30.30277522914145
Oak,17.0,-97.69804603627352,30.303664785439132
Oak,21.5,-97.69662102079332,30.30285272282528
Oak,23.0,-97.6962800126041,30.302430196967617
Elm,17.0,-97.69663694947468,30.30307253048107
Unknown,1.0,-97.70693734498673,30.22891606853041
Unknown,1.0,-97.70737542623976,30.228484720039845
Unknown,1.0,-97.70688090259559,30.22901022315939
Unknown,1.0,-97.70722815623414,30.22889199788386
Unknown,1.0,-97.70735870967384,30.229563696065785
Unknown,1.0,-97.7071445049412,30.22856332957875
Unknown,1.0,-97.7069959236013,30.228816759271773
Unknown,1.0,-97.70733774446121,30.228710320642065
Unknown,1.0,-97.70722043016599,30.229252150501566
Elm,9.0,-97.73060401208662,30.291335255287297
Elm,8.0,-97.73059716329604,30.291310796201216
Oak,11.0,-97.79274258182116,30.175860375798308
Elm,11.5,-97.79323464686269,30.17694115709524
Elm,6.0,-97.79299793325359,30.176738330060264
Elm,6.5,-97.79326226440595,30.17671779133244
Oak,9.0,-97.79325446880192,30.1767634747605
Oak,8.0,-97.79333521035036,30.17620069331364
Elm,8.0,-97.7473644569703,30.330756819634598
Elm,11.0,-97.74734128676401,30.330833444952354
Yaupon Holly,3.0,-97.7496201348908,30.328232726850715
Oak,24.0,-97.75025544743637,30.330417339812705
Oak,1.0,-97.75218964087719,30.330716475795754
Oak,25.0,-97.75273441828516,30.330845376136523
Oak,4.0,-97.75016255420438,30.33026439169154
Oak,23.0,-97.75021841379701,30.33017816666927
Crape Myrtle,4.0,-97.75000857456115,30.33020466007437
Oak,19.0,-97.74996839315038,30.329849826041013
Oak,14.0,-97.74979855921089,30.330102736219803
Oak,19.0,-97.74969261273313,30.330289275000485
Oak,36.0,-97.75390951318779,30.332458887274246
Chinese Tallow,15.0,-97.75422407590665,30.33226185419641
Cottonwood,9.0,-97.75443836445719,30.33219242774766
Crape Myrtle,11.0,-97.75109936616589,30.33134341176199
Crape Myrtle,4.0,-97.75122638465952,30.331148990139756
Oak,10.0,-97.75104348435923,30.33102418059939
Yaupon Holly,3.0,-97.75103099379186,30.330887869238804
Crape Myrtle,2.0,-97.75088817685584,30.330919207818848
Crape Myrtle,3.0,-97.75086769836308,30.330704680166498
Yaupon Holly,4.0,-97.75071090060119,30.33083307179477
Elm,11.0,-97.725609416656,30.276034230237585
Crape Myrtle,3.0,-97.75352531313807,30.33139936981516
Redbud,1.0,-97.75320361354153,30.332556897872
Pine,4.0,-97.75323450887157,30.3326133240595
Pear,9.0,-97.75352690335018,30.332924028802424
Oak,9.0,-97.75366541575349,30.332971976106545
Crape Myrtle,1.0,-97.75369275242709,30.33316504992698
Oak,9.0,-97.75396961940302,30.333250270632327
Oak,17.0,-97.75425140995067,30.33356166718235
Texas Mountain Laurel,2.0,-97.75291518055998,30.33190489957784
Crape Myrtle,12.0,-97.72403502826037,30.277772804075806
Arborvitae,15.0,-97.72832825247498,30.275665315542582
Crape Myrtle,10.0,-97.72830520937667,30.275347319301645
Arborvitae,23.0,-97.72564524679211,30.27794312679879
Pecan,6.0,-97.72578977768407,30.277945490351602
Pecan,16.0,-97.7256719896455,30.277654636332745
Oak,20.0,-97.72748367069931,30.27589911321778
Crape Myrtle,10.0,-97.72630967942148,30.27513698419948
Arborvitae,15.0,-97.72311805286097,30.2757425466053
Crape Myrtle,19.0,-97.72351829492958,30.275716485469797
Crape Myrtle,9.0,-97.72343963829316,30.276762245735235
Oak,29.0,-97.72601783449743,30.276178848295256
Palm,4.0,-97.72572151204085,30.27621668708688
Elm,20.0,-97.75369816157922,30.332054404763255
Crape Myrtle,5.0,-97.75383368954624,30.332047917601017
Crape Myrtle,3.0,-97.75397588006341,30.331972448498178
Crape Myrtle,3.0,-97.75393788008417,30.331951689032252
Crape Myrtle,18.0,-97.75408174931768,30.332298513797426
Yaupon Holly,3.0,-97.75401973901305,30.33213813104
Oak,16.0,-97.75238040298768,30.331365216744864
Elm,1.0,-97.75354667689695,30.331122124490655
Oak,33.0,-97.75371422388798,30.33101256646916
Crape Myrtle,22.0,-97.7529576889791,30.329746486028533
Elm,4.0,-97.75274847548161,30.329958260060593
Oak,11.5,-97.75317489404672,30.33019616600177
Oak,30.0,-97.7495102817586,30.328166265312504
Cedar,16.0,-97.72798489858562,30.274731329450294
Pecan,13.0,-97.72343363774759,30.278402352135153
Crape Myrtle,3.0,-97.72351189932597,30.27851055004543
Elm,9.0,-97.74726094032593,30.33098262590054
