,sensor_index,canopy_coverage_area,buffer_area,canopy_coverage_percentage
154,153670,4610379.042578139,18278061.560486313,25.22356666390106
155,153678,3449869.4595356975,18278061.560486313,18.874372690557394
156,153676,7217589.419403772,18278061.560486313,39.48771807950809
157,153704,3833537.633159748,18278061.560486313,20.973436490919397
158,153710,4249509.977805994,18278061.560486313,23.249237692648027
159,156033,8177679.874357175,18278061.560486313,44.74041105122307
160,156355,6828870.993337063,18278061.560486313,37.36102414765787
161,156357,6038461.21503087,18278061.560486313,33.03666089015081
162,156663,1753513.279244038,18278061.560486313,9.593540723348912
163,156673,9237227.943676215,18278061.560486313,50.537240577224786
164,156889,2736067.435008742,18278061.560486313,14.969133493475034
165,156897,10584209.365487464,18278061.560486313,57.9066293789518
166,159865,6758297.460743414,18278061.560486313,36.97491355075401
167,160059,6001113.520986633,18278061.560486313,32.832330174223166
168,161583,2906001.0492498726,18278061.560486313,15.898847039294875
169,161581,3063210.783829028,18278061.560486313,16.75894773464986
170,165295,8237278.743354026,18278061.560486313,45.066478828156775
171,166029,11786996.181639025,18278061.560486313,64.48712377203208
172,184011,10104521.930913465,18278061.560486313,55.28224039226083
173,192347,1778053.2138284633,18278061.560486313,9.727799679109712
174,193303,4005038.060056956,18278061.560486313,21.911722130945687
175,196879,9925457.025159322,18278061.560486313,54.30256918827907
176,198537,4339661.648654835,18278061.560486313,23.742461060730623
177,198787,8123474.674490561,18278061.560486313,44.44385225210077
178,198817,464368.7023313022,18278061.560486313,2.540579594803307
179,203555,9182400.5738106,18278061.560486313,50.23727786135266
180,203723,3885282.25935004,18278061.560486313,21.256533393832527
181,204791,3177193.222620637,18278061.560486313,17.38255017965977
182,209101,8106613.159697177,18278061.560486313,44.35160223566667
183,211261,6013085.959611254,18278061.560486313,32.89783186095839
184,211375,2706974.2417087443,18278061.560486313,14.809963478625694
185,213569,6964325.911879217,18278061.560486313,38.102103381327716
186,213765,12815956.405885622,18278061.560486313,70.1166059840354
187,213789,6555997.099792015,18278061.560486313,35.86812024949534
188,222223,14141141.977310855,18278061.560486313,77.36674882352574
189,236401,5194082.342592165,18278061.560486313,28.417030577360464
190,244811,6537076.778598654,18278061.560486313,35.76460642156151
